GOOGLE
65.52.109.146 msnbot-65-52-109-146.search.msn.com
65.52.104.19  msnbot-65-52-104-19.search.msn.com
207.46.13.49  msnbot-207-46-13-49.search.msn.com
207.46.13.93  msnbot-207-46-13-93.search.msn.com
207.46.13.145 msnbot-207-46-13-145.search.msn.com
207.46.13.146 msnbot-207-46-13-146.search.msn.com
157.55.16.11  msnbot-157-55-16-11.search.msn.com
157.55.17.147 msnbot-157-55-17-147.search.msn.com
207.46.13.99  msnbot-207-46-13-99.search.msn.com
65.52.108.24    msnbot-65-52-108-24.search.msn.com
65.52.109.9     msnbot-65-52-109-9.search.msn.com
65.52.109.194   msnbot-65-52-109-194.search.msn.com
207.46.204.191  msnbot-207-46-204-191.search.msn.com
157.55.17.103   msnbot-157-55-17-103.search.msn.com
207.46.13.118   msnbot-207-46-13-118.search.msn.com
207.46.199.37   msnbot-207-46-199-37.search.msn.com
65.52.104.10    msnbot-65-52-104-10.search.msn.com
65.52.108.142   msnbot-65-52-108-142.search.msn.com
65.52.108.146   msnbot-65-52-108-146.search.msn.com
65.52.108.199   msnbot-65-52-108-199.search.msn.com
157.55.18.24    msnbot-157-55-18-24.search.msn.com
157.56.92.141   msnbot-157-56-92-141.search.msn.com
157.56.93.227   msnbot-157-56-93-227.search.msn.com
207.46.13.169   msnbot-207-46-13-169.search.msn.com
207.46.204.175  msnbot-207-46-204-175.search.msn.com
207.46.204.177  msnbot-207-46-204-177.search.msn.com
207.46.204.234  msnbot-207-46-204-234.search.msn.com
65.52.104.20   msnbot-65-52-104-20.search.msn.com
65.52.110.13   msnbot-65-52-110-13.search.msn.com
157.55.16.220  msnbot-157-55-16-220.search.msn.com
157.55.16.222  msnbot-157-55-16-222.search.msn.com
157.55.17.192  msnbot-157-55-17-192.search.msn.com
207.46.13.148  msnbot-207-46-13-148.search.msn.com
65.52.109.199   msnbot-65-52-109-199.search.msn.com
65.55.52.119    msnbot-65-55-52-119.search.msn.com
65.55.52.117    msnbot-65-55-52-117.search.msn.com
65.55.52.116    msnbot-65-55-52-116.search.msn.com
65.55.52.115    msnbot-65-55-52-115.search.msn.com
65.55.52.113    msnbot-65-55-52-113.search.msn.com
65.55.52.111    msnbot-65-55-52-111.search.msn.com
65.55.52.97     msnbot-65-55-52-97.search.msn.com
65.55.52.96     msnbot-65-55-52-96.search.msn.com
157.55.16.99    msnbot-157-55-16-99.search.msn.com
157.55.33.40    msnbot-157-55-33-40.search.msn.com 
157.55.35.94    msnbot-157-55-35-94.search.msn.com
131.253.47.248  msnbot-131-253-47-248.search.msn.com
131.253.46.112  msnbot-131-253-46-112.search.msn.com
131.253.46.216  msnbot-131-253-46-216.search.msn.com
157.55.32.106   msnbot-157-55-32-106.search.msn.com
157.55.33.253   msnbot-157-55-33-253.search.msn.com
157.55.32.186   msnbot-157-55-32-186.search.msn.com
157.55.32.83    msnbot-157-55-32-83.search.msn.com
157.55.32.58    msnbot-157-55-32-58.search.msn.com
157.55.32.96    msnbot-157-55-32-96.search.msn.com
157.55.35.53    msnbot-157-55-35-53.search.msn.com
157.55.35.81    msnbot-157-55-35-81.search.msn.com
157.55.35.46    msnbot-157-55-35-46.search.msn.com
157.55.34.183   msnbot-157-55-34-183.search.msn.com
157.56.229.189  msnbot-157-56-229-189.search.msn.com
131.253.47.173  msnbot-131-253-47-173.search.msn.com
131.253.47.230  msnbot-131-253-47-230.search.msn.com
131.253.47.253  msnbot-131-253-47-253.search.msn.com
131.253.47.188  msnbot-131-253-47-188.search.msn.com
131.253.47.158  msnbot-131-253-47-158.search.msn.com
131.253.47.219  msnbot-131-253-47-219.search.msn.com
157.56.93.150   msnbot-157-56-93-150.search.msn.com
157.55.32.109   msnbot-157-55-32-109.search.msn.com
157.55.36.39    msnbot-157-55-36-39.search.msn.com
157.55.32.111   msnbot-157-55-32-111.search.msn.com
157.55.35.37    msnbot-157-55-35-37.search.msn.com
157.55.34.32    msnbot-157-55-34-32.search.msn.com
157.55.33.20    msnbot-157-55-33-20.search.msn.com
157.55.33.24    msnbot-157-55-33-24.search.msn.com
157.55.33.80    msnbot-157-55-33-80.search.msn.com
157.55.32.149   msnbot-157-55-32-149.search.msn.com
157.55.34.180   msnbot-157-55-34-180.search.msn.com
157.55.33.123   msnbot-157-55-33-123.search.msn.com
157.55.35.38    msnbot-157-55-35-38.search.msn.com
157.55.32.80    msnbot-157-55-32-80.search.msn.com
157.55.35.48    msnbot-157-55-35-48.search.msn.com
157.55.32.98    msnbot-157-55-32-98.search.msn.com
131.253.46.114  msnbot-131-253-46-114.search.msn.com
131.253.46.241   msnbot-131-253-46-241.search.msn.com
131.253.47.155   msnbot-131-253-47-155.search.msn.com
131.253.47.180   msnbot-131-253-47-180.search.msn.com
157.56.229.88    msnbot-157-56-229-88.search.msn.com
157.55.33.14     msnbot-157-55-33-14.search.msn.com
65.55.24.236     msnbot-65-55-24-236.search.msn.com
157.55.35.100   msnbot-157-55-35-100.search.msn.com
131.253.46.246  msnbot-131-253-46-246.search.msn.com
131.253.46.251  msnbot-131-253-46-251.search.msn.com
131.253.47.195  msnbot-131-253-47-195.search.msn.com
157.55.33.22    msnbot-157-55-33-22.search.msn.com
157.55.36.52    msnbot-157-55-36-52.search.msn.com
157.55.35.91    msnbot-157-55-35-91.search.msn.com
157.55.33.79    msnbot-157-55-33-79.search.msn.com
157.56.93.204   msnbot-157-56-93-204.search.msn.com
157.56.93.191   msnbot-157-56-93-191.search.msn.com
131.253.47.195  msnbot-131-253-47-195.search.msn.com
65.52.111.142   msnbot-65-52-111-142.search.msn.com
65.55.24.237    msnbot-65-55-24-237.search.msn.com
157.55.33.19    msnbot-157-55-33-19.search.msn.com
157.55.33.182   msnbot-157-55-33-182.search.msn.com
131.253.46.124   msnbot-131-253-46-124.search.msn.com
131.253.46.231   msnbot-131-253-46-231.search.msn.com
131.253.46.105   msnbot-131-253-46-105.search.msn.com
157.55.34.179    msnbot-157-55-34-179.search.msn.com
157.55.34.166    msnbot-157-55-34-166.search.msn.com
157.56.229.141   msnbot-157-56-229-141.search.msn.com
157.55.32.75   msnbot-157-55-32-75.search.msn.com
157.55.32.86   msnbot-157-55-32-86.search.msn.com
157.55.32.60   msnbot-157-55-32-60.search.msn.com
157.55.36.36   msnbot-157-55-36-36.search.msn.com
157.55.36.49   msnbot-157-55-36-49.search.msn.com
157.56.93.201  msnbot-157-56-93-201.search.msn.com
157.55.36.49   msnbot-157-55-36-49.search.msn.com
157.55.35.36   msnbot-157-55-35-36.search.msn.com
157.55.35.105  msnbot-157-55-35-105.search.msn.com
131.253.47.150 msnbot-131-253-47-150.search.msn.com
131.253.47.177 msnbot-131-253-47-177.search.msn.com
157.55.33.248  msnbot-157-55-33-248.search.msn.com
157.55.32.77   msnbot-157-55-32-77.search.msn.com
157.55.32.77   msnbot-157-55-32-77.search.msn.com
131.253.46.212  msnbot-131-253-46-212.search.msn.com
157.55.34.25    msnbot-157-55-34-25.search.msn.com
157.55.35.112   msnbot-157-55-35-112.search.msn.com
157.55.32.164   msnbot-157-55-32-164.search.msn.com
65.55.24.239    msnbot-65-55-24-239.search.msn.com
131.253.47.235   msnbot-131-253-47-235.search.msn.com
131.253.47.145   msnbot-131-253-47-145.search.msn.com
157.56.93.194    msnbot-157-56-93-194.search.msn.com
157.55.32.108    msnbot-157-55-32-108.search.msn.com
131.253.47.164   msnbot-131-253-47-164.search.msn.com
157.55.32.188    msnbot-157-55-32-188.search.msn.com
157.55.32.184   msnbot-157-55-32-184.search.msn.com
157.55.33.109   msnbot-157-55-33-109.search.msn.com
65.55.208.117   msnbot-65-55-208-117.search.msn.com
65.55.208.6     msnbot-65-55-208-6.search.msn.com
65.55.24.244    msnbot-65-55-24-244.search.msn.com
157.56.92.145   msnbot-157-56-92-145.search.msn.com
157.55.35.79    msnbot-157-55-35-79.search.msn.com
157.55.32.152   msnbot-157-55-32-152.search.msn.com
157.55.34.35    msnbot-157-55-34-35.search.msn.com
157.55.33.44    msnbot-157-55-33-44.search.msn.com
157.55.33.49    msnbot-157-55-33-49.search.msn.com
65.52.111.41    msnbot-65-52-111-41.search.msn.com
157.55.32.93    msnbot-157-55-32-93.search.msn.com
157.55.35.88    msnbot-157-55-35-88.search.msn.com
157.55.33.125   msnbot-157-55-33-125.search.msn.com
65.55.208.25    msnbot-65-55-208-25.search.msn.com
157.55.33.251   msnbot-157-55-33-251.search.msn.com
157.55.33.181   msnbot-157-55-33-181.search.msn.com
207.46.199.23   msnbot-207-46-199-23.search.msn.com
157.55.32.116   msnbot-157-55-32-116.search.msn.com
157.55.36.37    msnbot-157-55-36-37.search.msn.com
65.55.24.221    msnbot-65-55-24-221.search.msn.com
157.55.33.47    msnbot-157-55-33-47.search.msn.com
157.55.32.56   msnbot-157-55-32-56.search.msn.com
157.55.32.82   msnbot-157-55-32-82.search.msn.com
157.55.32.144  msnbot-157-55-32-144.search.msn.com
157.55.33.50   msnbot-157-55-33-50.search.msn.com
65.55.24.216   msnbot-65-55-24-216.search.msn.com
65.55.208.77   msnbot-65-55-208-77.search.msn.com
65.55.213.67   msnbot-65-55-213-67.search.msn.com
65.55.213.68   msnbot-65-55-213-68.search.msn.com
65.55.213.77   msnbot-65-55-213-77.search.msn.com
157.55.33.31   msnbot-157-55-33-31.search.msn.com
157.55.33.98   msnbot-157-55-33-98.search.msn.com
157.55.32.117  msnbot-157-55-32-117.search.msn.com
157.55.34.168  msnbot-157-55-34-168.search.msn.com
157.55.35.98   msnbot-157-55-35-98.search.msn.com
157.56.93.207  msnbot-157-56-93-207.search.msn.com
157.56.93.208  msnbot-157-56-93-208.search.msn.com
157.55.33.113  msnbot-157-55-33-113.search.msn.com
157.55.35.113  msnbot-157-55-35-113.search.msn.com
157.55.33.250  msnbot-157-55-33-250.search.msn.com
157.55.35.75   msnbot-157-55-35-75.search.msn.com
157.55.33.114  msnbot-157-55-33-114.search.msn.com
157.56.92.176  msnbot-157-56-92-176.search.msn.com
157.56.93.39   msnbot-157-56-93-39.search.msn.com
157.55.32.61   msnbot-157-55-32-61.search.msn.com
157.55.34.94   msnbot-157-55-34-94.search.msn.com
157.55.35.33   msnbot-157-55-35-33.search.msn.com
157.55.32.222  msnbot-157-55-32-222.search.msn.com
157.55.34.24   msnbot-157-55-34-24.search.msn.com
157.56.93.94   msnbot-157-56-93-94.search.msn.com
157.55.32.39   msnbot-157-55-32-39.search.msn.com
65.55.52.88    msnbot-65-55-52-88.search.msn.com

BAIDU (Chinese spider)
123.125.71.96 	baiduspider-123-125-71-96.crawl.baidu.com
123.125.71.117 	baiduspider-123-125-71-117.crawl.baidu.com
123.125.71.106 	baiduspider-123-125-71-106.crawl.baidu.com
123.125.71.98 	baiduspider-123-125-71-98.crawl.baidu.com
123.125.71.94 	baiduspider-123-125-71-94.crawl.baidu.com
123.125.71.101 	baiduspider-123-125-71-101.crawl.baidu.com
123.125.71.105 	baiduspider-123-125-71-105.crawl.baidu.com

YANDEX
95.108.240.250 	spider30.yandex.ru
95.108.158.236 	imparser06.yandex.ru
178.154.243.101 spider-178-154-243-101.yandex.com

CHOOPA
173.199.120.43   173.199.120.43.choopa.net
173.199.119.11   173.199.119.11.choopa.net
173.199.115.51   173.199.115.51.choopa.net
173.199.116.91   173.199.116.91.choopa.net
173.199.115.179  173.199.115.179.choopa.net
173.199.115.35   173.199.115.35.choopa.net
173.199.115.147  173.199.115.147.choopa.net
173.199.114.235  173.199.114.235.choopa.net
173.199.117.235  173.199.117.235.choopa.net
173.199.120.131  173.199.120.131.choopa.net
173.199.115.107  173.199.115.107.choopa.net
173.199.119.155  173.199.119.155.choopa.net
173.199.116.219  173.199.116.219.choopa.net
173.199.117.251  173.199.117.251.choopa.net
173.199.115.123  173.199.115.123.choopa.net
173.199.115.171  173.199.115.171.choopa.net
173.199.114.91   173.199.114.91.choopa.net
173.199.114.51   173.199.114.51.choopa.net
173.199.114.139  173.199.114.139.choopa.net
173.199.116.51   173.199.116.51.choopa.net
173.199.119.67   173.199.119.67.choopa.net
173.199.115.11   173.199.115.11.choopa.net
173.199.115.155  173.199.115.155.choopa.net
173.199.120.59   173.199.120.59.choopa.net
173.199.120.91   173.199.120.91.choopa.net
173.199.120.123  173.199.120.123.choopa.net
173.199.114.195  173.199.114.195.choopa.net
173.199.116.235  173.199.116.235.choopa.net
173.199.119.19   173.199.119.19.choopa.net
173.199.115.59   173.199.115.59.choopa.net
173.199.116.179  173.199.116.179.choopa.net
173.199.114.211  173.199.114.211.choopa.net
173.199.115.99   173.199.115.99.choopa.net
173.199.119.147  173.199.119.147.choopa.net
173.199.115.139  173.199.115.139.choopa.net
173.199.114.187  173.199.114.187.choopa.net
173.199.120.51   173.199.120.51.choopa.net

OTHER
174.129.237.157 ec2-174-129-237-157.compute-1.amazonaws.com
174.129.169.190 ec2-174-129-169-190.compute-1.amazonaws.com
23.22.134.71    ec2-23-22-134-71.compute-1.amazonaws.com
23.20.26.170    ec2-23-20-26-170.compute-1.amazonaws.com
213.186.120.196 213.186.120.196.utel.net.ua

5.10.83.65   5.10.83.65-static.reverse.softlayer.com
5.10.83.21   5.10.83.21-static.reverse.softlayer.com
5.10.83.41   5.10.83.41-static.reverse.softlayer.com
5.10.83.35   5.10.83.35-static.reverse.softlayer.com
5.10.83.82   5.10.83.82-static.reverse.softlayer.com
5.10.83.15   5.10.83.15-static.reverse.softlayer.com
5.10.83.31   5.10.83.31-static.reverse.softlayer.com
5.10.83.36   5.10.83.36-static.reverse.softlayer.com
5.10.83.19   5.10.83.19-static.reverse.softlayer.com
5.10.83.11   5.10.83.11-static.reverse.softlayer.com
5.10.83.46   5.10.83.46-static.reverse.softlayer.com
5.10.83.23   5.10.83.23-static.reverse.softlayer.com
5.10.83.101  5.10.83.101-static.reverse.softlayer.com
5.10.83.18   ahrefsbot-5-10-83-18.ahrefs.com
